,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
1184,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,0,3,GOLD,236
1191,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,0,3,GOLD,291
1196,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,0,5,GOLD,887
1200,772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,0,3,PLATINUM,410
1201,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,1,5,PLATINUM,475
1207,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,0,1,SILVER,403
1217,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,0,1,SILVER,701
1219,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,1,2,SILVER,408
1220,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,0,2,PLATINUM,470
1226,531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,0,1,DIAMOND,319
1230,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,0,1,GOLD,826
1232,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,1,3,SILVER,744
1233,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,0,3,PLATINUM,609
1235,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,0,5,DIAMOND,738
1236,662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,0,3,DIAMOND,243
1242,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,0,2,GOLD,597
1243,693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,0,4,DIAMOND,459
1244,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,0,5,DIAMOND,916
1250,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,0,5,DIAMOND,574
1251,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,1,5,SILVER,801
1253,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,0,5,PLATINUM,390
1259,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,0,5,GOLD,969
1260,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,1,4,SILVER,828
1261,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,0,5,GOLD,353
1267,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,0,2,DIAMOND,644
1270,724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0,0,1,SILVER,985
1272,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,0,1,GOLD,791
1276,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,1,1,PLATINUM,969
1289,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,1,2,SILVER,568
1290,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,0,3,DIAMOND,495
1299,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0,0,3,DIAMOND,594
1303,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,1,3,DIAMOND,620
1305,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1,1,2,GOLD,488
1310,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0,0,3,GOLD,744
1319,756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0,0,4,PLATINUM,938
1324,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,0,5,GOLD,334
1328,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,1,3,DIAMOND,376
1331,849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0,0,1,PLATINUM,923
1333,539,Germany,Female,38,8,82407.51,1,1,0,13123.41,0,0,2,SILVER,327
1334,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0,0,3,PLATINUM,232
1337,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0,0,1,PLATINUM,464
1344,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1,1,5,SILVER,766
1352,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1,1,4,SILVER,351
1360,647,Germany,Female,22,3,97975.82,2,0,1,62083.0,0,0,5,DIAMOND,299
1362,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,0,1,SILVER,398
1364,850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0,0,2,DIAMOND,243
1367,608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1,1,4,PLATINUM,268
1369,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1,1,1,DIAMOND,765
1373,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,1,4,PLATINUM,764
1379,668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0,0,2,SILVER,995
1380,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0,0,3,PLATINUM,343
1391,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1,1,2,GOLD,332
1397,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,1,2,PLATINUM,400
1411,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0,0,2,GOLD,987
1412,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,0,4,PLATINUM,712
1413,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0,0,3,PLATINUM,303
1414,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0,0,5,PLATINUM,644
1415,799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0,0,5,DIAMOND,938
1417,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0,0,3,GOLD,260
1418,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0,0,5,PLATINUM,257
1421,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0,0,4,DIAMOND,483
1423,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0,0,5,SILVER,731
1427,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1,1,5,DIAMOND,779
1436,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0,0,1,GOLD,592
1438,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1,1,4,GOLD,359
1440,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1,1,4,DIAMOND,254
1448,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1,1,5,SILVER,594
1449,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0,0,3,PLATINUM,285
1455,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0,0,5,PLATINUM,663
1462,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1,1,3,PLATINUM,289
1467,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0,0,5,DIAMOND,501
1469,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1,1,3,PLATINUM,991
1470,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0,0,5,SILVER,927
1474,755,Germany,Female,30,6,154221.37,2,0,1,62688.55,0,0,2,GOLD,356
1479,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0,0,1,GOLD,972
1491,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1,1,4,SILVER,940
1495,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0,0,4,DIAMOND,911
1498,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0,0,3,GOLD,506
1502,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0,0,1,GOLD,570
1505,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,1,2,SILVER,239
1507,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0,0,3,PLATINUM,903
1520,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1,1,4,SILVER,949
1527,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0,0,2,SILVER,393
1532,661,Germany,Female,32,1,145980.23,1,0,1,56636.28,0,0,3,DIAMOND,883
1534,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1,1,4,GOLD,273
1540,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0,0,2,GOLD,284
1541,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0,0,3,GOLD,705
1545,602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0,0,5,GOLD,807
1546,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0,0,3,SILVER,340
1557,515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1,1,1,SILVER,362
1559,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0,0,5,GOLD,969
1560,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0,0,4,SILVER,987
1561,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0,0,4,PLATINUM,959
1562,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1,1,4,DIAMOND,991
1564,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,0,4,GOLD,628
1566,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0,0,2,SILVER,512
1569,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1,1,2,DIAMOND,658
1574,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,0,0,3,DIAMOND,297
1579,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0,0,5,GOLD,615
1581,445,Germany,Female,34,7,131082.17,2,1,1,70618.0,0,0,4,PLATINUM,802
1589,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0,0,4,GOLD,844
1594,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0,0,3,DIAMOND,536
1596,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0,0,1,GOLD,883
1598,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1,1,2,DIAMOND,587
1603,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0,0,5,PLATINUM,859
1605,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0,0,4,SILVER,379
1606,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0,0,1,DIAMOND,719
1611,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1,1,5,PLATINUM,511
1613,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0,0,5,PLATINUM,429
1615,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0,0,2,SILVER,220
1620,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0,0,4,PLATINUM,957
1629,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1,1,3,SILVER,610
1630,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1,1,2,SILVER,288
1639,504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0,0,2,GOLD,391
1645,506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0,0,1,SILVER,908
1646,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1,1,4,DIAMOND,988
1648,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0,0,3,GOLD,981
1656,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0,0,2,SILVER,258
1657,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1,1,1,PLATINUM,329
1661,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0,0,1,PLATINUM,615
1662,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0,0,2,DIAMOND,227
1663,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1,1,2,SILVER,266
1671,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0,0,2,DIAMOND,866
1673,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0,0,1,PLATINUM,343
1674,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1,1,1,DIAMOND,269
1685,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1,1,4,DIAMOND,637
1696,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0,0,4,DIAMOND,474
1698,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0,0,4,PLATINUM,633
1699,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0,0,3,SILVER,896
1703,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0,0,5,GOLD,226
1711,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0,0,4,DIAMOND,749
1714,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0,0,4,PLATINUM,856
1715,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0,0,4,GOLD,376
1720,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0,0,3,SILVER,709
1724,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0,0,1,DIAMOND,662
1725,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0,0,3,GOLD,396
1726,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0,0,4,DIAMOND,962
1733,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0,0,5,PLATINUM,238
1734,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0,0,2,DIAMOND,412
1736,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0,0,1,DIAMOND,503
1742,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1,1,5,SILVER,668
1747,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0,0,5,GOLD,248
1748,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1,1,4,GOLD,385
1750,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0,0,2,SILVER,976
1752,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0,0,2,SILVER,428
1754,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0,0,1,GOLD,352
1757,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1,1,1,SILVER,732
1758,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0,0,1,SILVER,515
1765,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0,0,5,DIAMOND,306
1769,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0,0,5,SILVER,331
1772,656,Germany,Male,27,4,118627.16,2,1,1,160835.3,0,0,4,SILVER,563
1785,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0,0,4,DIAMOND,391
1790,697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0,0,3,DIAMOND,525
1795,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0,0,1,PLATINUM,986
1797,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1,1,2,SILVER,417
1805,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0,0,5,SILVER,763
1812,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0,0,3,GOLD,596
1814,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0,0,1,GOLD,304
1817,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0,0,4,SILVER,676
1823,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1,1,1,GOLD,696
1825,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1,1,1,GOLD,550
1826,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0,0,3,GOLD,255
1829,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1,1,5,GOLD,489
1833,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1,1,4,SILVER,423
1835,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0,0,1,GOLD,365
1838,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1,1,2,GOLD,261
1848,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0,0,3,GOLD,701
1850,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0,0,3,PLATINUM,368
1854,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1,1,2,DIAMOND,887
1861,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0,0,4,PLATINUM,805
1869,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0,0,5,DIAMOND,671
1873,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0,0,5,DIAMOND,966
1876,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1,1,2,GOLD,436
1880,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0,0,2,PLATINUM,236
1883,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0,0,1,PLATINUM,726
1892,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0,0,4,DIAMOND,373
1898,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1,1,3,SILVER,380
1905,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0,0,2,GOLD,640
1912,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1,1,4,SILVER,892
1913,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0,0,2,DIAMOND,871
1916,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,1,2,DIAMOND,751
1917,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,1,2,SILVER,758
1927,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,0,4,SILVER,625
1928,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,1,3,GOLD,719
1930,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0,0,2,DIAMOND,733
1933,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0,0,2,DIAMOND,832
1934,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0,0,4,PLATINUM,622
1936,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,0,2,DIAMOND,499
1940,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1,1,1,SILVER,482
1943,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,0,4,DIAMOND,256
1946,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0,0,3,DIAMOND,681
1952,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0,0,1,PLATINUM,958
1955,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,1,3,PLATINUM,936
1963,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,0,3,SILVER,908
1966,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0,0,1,GOLD,420
1978,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0,0,3,PLATINUM,586
1986,845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0,0,1,DIAMOND,359
1991,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0,0,1,DIAMOND,267
1993,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1,1,4,GOLD,244
1999,633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0,0,1,SILVER,918
2004,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0,0,4,PLATINUM,742
2005,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1,1,1,DIAMOND,839
2007,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1,1,1,GOLD,669
2009,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1,1,5,GOLD,924
2013,705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0,0,5,DIAMOND,427
2015,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0,0,1,PLATINUM,921
2018,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0,0,3,GOLD,527
2020,627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0,0,3,DIAMOND,545
2021,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0,0,5,GOLD,243
2022,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0,0,1,GOLD,796
2032,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1,1,2,DIAMOND,641
2034,709,Germany,Male,34,4,148375.19,2,1,1,21521.38,0,0,5,GOLD,701
2039,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0,0,5,SILVER,792
2042,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0,0,1,DIAMOND,683
2046,520,Germany,Male,34,8,120018.86,2,1,1,343.38,0,0,5,SILVER,249
2052,689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0,0,5,PLATINUM,915
2055,469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0,0,3,DIAMOND,880
2061,445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0,0,2,GOLD,263
2062,703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0,0,2,PLATINUM,712
2063,588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1,1,5,DIAMOND,697
2066,545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0,0,5,DIAMOND,233
2069,629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0,0,1,GOLD,756
2074,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1,1,2,DIAMOND,362
2075,710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0,0,5,GOLD,965
2081,456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0,0,2,DIAMOND,655
2085,594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0,0,2,GOLD,817
2088,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0,0,3,PLATINUM,406
2095,611,Germany,Female,40,7,128486.91,2,1,0,10109.47,0,0,5,DIAMOND,559
2102,755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0,0,4,DIAMOND,578
2106,637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1,1,3,DIAMOND,525
2108,593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,0,5,PLATINUM,264
2110,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1,1,2,DIAMOND,310
2113,738,Germany,Male,35,6,101744.84,1,0,0,85185.44,0,0,3,PLATINUM,280
2115,404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1,1,3,PLATINUM,353
2120,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1,1,1,SILVER,534
2123,651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,0,1,SILVER,652
2127,710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0,0,5,GOLD,257
2135,736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1,1,1,SILVER,888
2154,606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1,1,5,DIAMOND,591
2161,561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,0,5,GOLD,296
2168,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1,1,3,PLATINUM,613
2169,773,Germany,Male,43,8,81844.91,2,1,1,35908.46,0,0,5,PLATINUM,368
2171,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,0,1,DIAMOND,889
2172,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0,0,3,DIAMOND,821
2175,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,0,5,PLATINUM,903
2181,634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1,1,1,PLATINUM,751
2186,556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1,1,1,SILVER,545
2190,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1,1,2,PLATINUM,839
2196,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,1,4,PLATINUM,668
2210,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,0,5,DIAMOND,520
2212,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,0,1,SILVER,947
2213,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,1,3,GOLD,326
2219,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,0,2,PLATINUM,305
2220,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,0,1,DIAMOND,455
2221,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,1,4,SILVER,704
2222,711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0,0,2,DIAMOND,258
2225,701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0,0,2,DIAMOND,805
2236,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1,1,3,PLATINUM,324
2240,785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0,0,3,SILVER,457
2241,681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1,1,2,PLATINUM,219
2242,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0,0,3,SILVER,730
2247,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,0,5,SILVER,530
2252,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,0,2,DIAMOND,356
2261,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,0,2,PLATINUM,366
2266,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,1,3,SILVER,984
2271,665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,0,1,SILVER,862
2272,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1,1,2,DIAMOND,562
2281,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,0,3,SILVER,616
2284,664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0,0,5,SILVER,466
2285,630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,1,1,GOLD,712
2286,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,0,5,GOLD,668
2296,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1,1,3,GOLD,634
2298,607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0,0,1,DIAMOND,702
2299,650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0,0,1,DIAMOND,876
2307,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,0,4,DIAMOND,913
2308,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0,0,1,GOLD,935
2309,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,1,3,DIAMOND,726
2313,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0,3,PLATINUM,701
2316,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1,1,5,DIAMOND,312
2319,636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0,0,3,SILVER,638
2320,593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0,0,2,GOLD,891
2321,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0,0,3,GOLD,577
2331,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0,0,2,PLATINUM,371
2335,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1,1,1,PLATINUM,356
2339,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,0,5,SILVER,637
2340,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1,1,3,SILVER,844
2343,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0,0,3,DIAMOND,826
2344,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1,1,4,PLATINUM,381
2346,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1,1,2,SILVER,734
2347,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1,1,5,PLATINUM,248
2349,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,1,5,PLATINUM,512
2350,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1,1,2,PLATINUM,452
2354,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,0,1,PLATINUM,561
2356,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,0,2,SILVER,251
2359,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,0,5,PLATINUM,723
2360,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,0,4,PLATINUM,911
2361,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,0,5,DIAMOND,546
2362,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,1,5,GOLD,254
2365,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0,5,PLATINUM,763
2367,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,1,1,PLATINUM,637
2372,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,1,2,GOLD,316
2388,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1,1,2,SILVER,448
