,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
1803,577,France,Female,26,1,180530.51,1,0,0,123454.62,0,0,3,DIAMOND,873
1804,552,France,Male,33,5,140931.57,1,0,1,10921.5,0,0,5,PLATINUM,330
1806,691,France,Male,38,7,0.0,2,0,0,81617.4,0,0,4,GOLD,833
1807,818,France,Female,49,2,0.0,1,0,1,192298.84,1,1,4,GOLD,544
1808,739,France,Male,41,5,0.0,2,0,0,143882.25,0,0,5,PLATINUM,574
1809,639,France,Female,50,6,115335.32,2,1,1,53130.41,0,0,3,DIAMOND,508
1810,651,France,Female,65,0,0.0,2,1,1,190454.04,0,0,4,PLATINUM,700
1811,779,France,Female,26,0,0.0,2,0,1,111906.0,0,0,2,DIAMOND,804
1813,829,France,Male,38,9,0.0,2,1,0,30529.88,0,0,5,SILVER,541
1815,510,France,Male,32,9,103324.78,1,1,1,46127.7,0,0,3,GOLD,244
1816,531,France,Male,29,3,114590.58,1,0,0,75585.48,0,0,5,DIAMOND,429
1824,798,France,Female,37,4,111723.08,1,1,1,83478.12,0,0,4,SILVER,778
1830,506,France,Male,37,5,0.0,2,1,1,127543.81,0,0,4,SILVER,837
1831,632,France,Female,36,7,0.0,2,1,1,52526.65,0,0,5,DIAMOND,257
1832,620,France,Male,22,0,0.0,1,1,0,32589.45,0,0,3,GOLD,911
1837,561,France,Male,56,7,152759.0,2,1,0,133167.11,1,1,2,GOLD,377
1839,706,France,Male,54,9,117444.51,1,1,1,186238.85,0,0,2,PLATINUM,344
1841,501,France,Female,34,3,107747.57,1,1,0,9249.36,0,0,5,GOLD,396
1843,587,France,Female,36,1,134997.49,2,1,0,44688.08,0,0,1,PLATINUM,675
1844,667,France,Female,48,2,0.0,2,1,1,148608.39,0,0,1,SILVER,797
1845,737,France,Male,36,9,0.0,1,0,1,188670.9,1,1,3,SILVER,848
1851,799,France,Female,52,4,161209.66,1,1,1,89081.41,0,0,4,SILVER,373
1853,730,France,Female,41,4,167545.32,1,1,0,128246.81,0,0,3,DIAMOND,474
1855,785,France,Female,47,9,122031.55,1,1,1,33823.5,1,1,5,GOLD,560
1857,544,France,Female,29,1,118560.55,1,1,1,164137.36,0,0,3,GOLD,796
1858,705,France,Male,61,4,0.0,2,1,1,191313.7,0,0,2,DIAMOND,606
1859,684,France,Male,34,9,0.0,2,1,1,65257.57,0,0,5,SILVER,263
1862,481,France,Male,44,9,175303.06,1,1,0,65500.53,1,1,4,PLATINUM,408
1864,607,France,Male,45,7,123859.6,1,0,1,113051.57,0,0,1,DIAMOND,859
1865,760,France,Female,32,7,0.0,2,1,1,105969.05,0,0,4,SILVER,843
1866,559,France,Female,70,9,0.0,1,1,1,122996.76,0,0,4,DIAMOND,765
1867,715,France,Female,33,3,85227.84,1,1,1,68087.15,0,0,4,GOLD,648
1868,656,France,Male,36,8,97786.08,2,0,1,21478.36,0,0,3,PLATINUM,662
1879,579,France,Male,31,9,0.0,1,0,1,139048.0,0,0,5,SILVER,779
1882,831,France,Male,30,2,0.0,2,0,1,3430.38,0,0,1,DIAMOND,841
1884,656,France,Male,35,6,0.0,2,1,0,1485.27,0,0,2,SILVER,631
1888,429,France,Male,60,7,0.0,2,1,1,163691.48,0,0,5,DIAMOND,778
1889,665,France,Female,23,9,143672.9,1,1,1,115147.33,0,0,3,SILVER,640
1890,731,France,Male,33,4,0.0,2,1,1,74945.11,0,0,3,GOLD,383
1891,584,France,Female,37,1,0.0,2,1,1,180363.56,0,0,2,SILVER,684
1893,488,France,Male,34,3,0.0,2,1,1,125979.36,0,0,1,GOLD,974
1895,776,France,Female,29,7,178171.04,2,1,1,115818.51,0,0,5,DIAMOND,977
1900,570,France,Female,33,8,0.0,1,1,1,124641.42,0,0,5,PLATINUM,943
1906,786,France,Female,29,4,0.0,2,1,0,103372.79,0,0,4,SILVER,245
1907,620,France,Female,67,3,0.0,2,1,1,43486.73,0,0,5,GOLD,404
1911,595,France,Male,41,9,0.0,2,1,0,5967.09,0,0,5,GOLD,369
1918,768,France,Female,28,3,109118.05,2,0,1,50911.41,0,0,3,SILVER,803
1919,618,France,Male,56,7,0.0,1,1,1,142400.27,1,1,5,DIAMOND,444
1920,591,France,Female,31,7,0.0,2,0,1,48778.46,0,0,4,PLATINUM,406
1921,658,France,Female,35,5,126397.66,1,0,0,156361.58,1,1,3,GOLD,501
1922,625,France,Male,36,9,108546.16,3,1,0,133807.77,1,1,5,GOLD,330
1923,717,France,Male,36,2,148061.89,1,1,0,179128.69,1,1,5,PLATINUM,969
1924,667,France,Male,44,8,122277.87,1,1,1,91810.71,0,0,5,PLATINUM,950
1925,804,France,Male,24,3,0.0,2,1,0,173195.33,0,0,4,SILVER,335
1926,693,France,Male,31,1,0.0,2,0,1,182270.88,0,0,1,SILVER,304
1931,573,France,Female,26,4,129109.02,1,0,0,149814.68,1,1,4,PLATINUM,743
1935,523,France,Male,39,3,0.0,2,1,0,6726.53,0,0,1,PLATINUM,907
1937,701,France,Male,30,3,156660.72,2,1,0,45742.42,0,0,3,GOLD,257
1938,518,France,Male,38,3,90957.81,1,0,1,162304.59,0,0,4,PLATINUM,846
1939,739,France,Male,37,7,104960.46,1,0,1,80883.82,0,0,5,SILVER,384
1942,684,France,Male,45,6,148071.39,1,1,0,183575.01,0,0,3,DIAMOND,895
1945,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,1,4,SILVER,830
1947,688,France,Male,52,1,0.0,2,1,1,172033.57,0,0,1,DIAMOND,635
1949,516,France,Female,43,2,112773.73,2,1,1,139366.58,0,0,3,SILVER,239
1950,680,France,Female,37,10,123806.28,1,1,0,81776.84,1,1,4,GOLD,997
1951,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,1,3,DIAMOND,985
1953,623,France,Male,21,10,0.0,2,0,1,135851.3,0,0,2,PLATINUM,285
1956,565,France,Male,55,4,118803.35,2,1,1,128124.7,1,1,2,GOLD,535
1957,710,France,Male,54,6,171137.62,1,1,1,167023.95,1,1,4,GOLD,451
1958,645,France,Male,42,6,0.0,1,0,0,149807.01,0,0,1,GOLD,750
1959,707,France,Male,33,8,136678.52,1,1,0,54290.62,0,0,4,SILVER,842
1964,800,France,Female,40,5,97764.41,1,1,0,98640.15,1,1,3,PLATINUM,889
1965,612,France,Female,33,9,0.0,1,0,0,142797.5,1,1,3,SILVER,758
1969,717,France,Female,36,5,0.0,2,1,1,145551.6,0,0,5,SILVER,412
1970,666,France,Female,41,10,141162.08,1,1,0,50908.48,0,0,2,SILVER,510
1973,693,France,Male,41,4,0.0,2,0,0,156381.47,0,0,4,PLATINUM,448
1974,694,France,Female,33,4,129731.64,2,1,0,178123.86,0,0,3,DIAMOND,718
1975,622,France,Female,35,5,0.0,2,1,0,51112.8,0,0,5,GOLD,775
1979,644,France,Male,33,8,0.0,2,1,1,155294.17,0,0,5,SILVER,813
1980,554,France,Female,30,9,0.0,2,1,1,40320.3,0,0,5,PLATINUM,510
1982,667,France,Male,28,6,165798.1,1,1,0,147090.9,0,0,5,DIAMOND,404
1987,738,France,Male,54,4,0.0,1,0,1,55725.04,1,1,4,PLATINUM,444
1992,613,France,Female,29,6,185709.28,2,1,1,77242.19,0,0,2,SILVER,784
1994,705,France,Female,49,7,0.0,1,1,0,63405.2,1,1,1,GOLD,248
1995,584,France,Female,44,5,95671.75,2,1,1,106564.88,0,0,2,SILVER,662
1996,534,France,Male,62,2,0.0,2,0,0,42763.12,1,1,2,SILVER,589
1997,672,France,Female,34,1,142151.75,2,1,1,168753.34,0,0,2,DIAMOND,851
1998,603,France,Male,43,5,127823.93,1,1,1,19483.35,0,0,1,SILVER,711
2000,842,France,Male,58,1,63492.94,1,1,1,83172.19,0,0,4,DIAMOND,354
2001,661,France,Female,27,3,0.0,2,1,1,76889.79,0,0,2,SILVER,969
2002,601,France,Male,74,2,0.0,2,0,1,51554.58,0,0,5,DIAMOND,564
2003,632,France,Male,41,0,106134.46,1,0,1,105570.39,0,0,5,GOLD,885
2006,687,France,Male,39,7,0.0,2,1,0,26848.25,0,0,1,PLATINUM,895
2008,639,France,Male,43,6,99610.92,2,1,0,187296.78,0,0,5,DIAMOND,475
2011,570,France,Male,32,9,117337.54,2,0,1,62810.91,0,0,4,DIAMOND,1000
2012,841,France,Male,74,9,108131.53,1,0,1,60830.38,0,0,5,SILVER,698
2014,553,France,Male,32,3,116324.53,1,1,0,77304.49,0,0,2,GOLD,831
2016,696,France,Male,28,4,172646.82,1,1,1,116471.43,0,0,4,DIAMOND,441
2019,706,France,Male,30,3,98415.37,1,1,1,110520.48,0,0,3,PLATINUM,635
2023,601,France,Male,41,1,123971.16,1,0,1,172814.99,0,0,3,GOLD,543
2025,634,France,Male,45,9,0.0,2,0,0,17622.82,0,0,3,GOLD,300
2027,655,France,Female,59,7,0.0,1,1,0,88958.49,1,1,4,DIAMOND,716
2028,458,France,Female,39,9,0.0,2,1,0,116343.09,0,0,4,PLATINUM,345
2029,520,France,Male,33,4,156297.58,2,1,1,166102.61,0,0,1,DIAMOND,477
2031,765,France,Male,51,3,123372.3,1,1,1,115429.32,0,0,4,SILVER,259
2035,583,France,Female,44,8,0.0,2,1,1,27431.62,0,0,4,DIAMOND,837
2038,621,France,Male,47,0,0.0,1,1,1,133831.37,1,1,2,DIAMOND,704
2040,547,France,Female,38,5,167539.97,1,0,1,159207.34,0,0,5,PLATINUM,662
2041,840,France,Female,39,1,94968.97,1,1,0,84487.62,0,0,5,SILVER,932
2043,723,France,Male,34,5,0.0,2,0,1,12092.03,0,0,4,DIAMOND,607
2044,487,France,Male,45,2,0.0,2,1,0,77475.73,0,0,1,SILVER,360
2045,668,France,Female,31,9,0.0,2,0,0,41291.73,0,0,1,SILVER,448
2047,549,France,Male,37,2,112541.54,2,0,0,47432.43,0,0,4,SILVER,233
2048,567,France,Female,35,5,166118.45,2,1,0,127827.18,0,0,4,GOLD,239
2049,720,France,Female,45,1,102882.4,2,1,1,35633.15,1,1,3,DIAMOND,219
2050,492,France,Female,49,8,0.0,1,1,1,182865.09,1,1,5,PLATINUM,485
2051,712,France,Female,37,1,106881.5,2,0,0,169386.81,0,0,2,PLATINUM,275
2053,850,France,Male,63,8,169832.57,1,0,0,184107.26,1,1,1,SILVER,965
2054,747,France,Male,41,5,0.0,2,1,1,22750.17,0,0,3,DIAMOND,339
2057,743,France,Male,32,9,0.0,2,1,0,175252.78,0,0,4,DIAMOND,364
2058,707,France,Male,47,3,0.0,2,1,0,174303.29,0,0,5,GOLD,791
2064,765,France,Male,44,6,0.0,2,1,1,159899.97,0,0,5,SILVER,877
2065,626,France,Male,33,8,0.0,2,1,0,138504.28,0,0,4,PLATINUM,331
2067,744,France,Male,31,9,120718.28,1,1,1,58961.49,0,0,3,GOLD,332
2070,719,France,Female,42,4,0.0,1,1,0,28465.86,1,1,5,PLATINUM,570
2072,743,France,Male,36,4,0.0,2,1,1,190911.02,0,0,3,GOLD,739
2076,654,France,Male,40,6,0.0,1,0,0,183872.88,1,1,4,DIAMOND,720
2078,640,France,Male,63,2,68432.45,2,1,1,112503.24,1,1,1,SILVER,384
2079,562,France,Male,45,6,136855.24,1,1,0,46864.0,0,0,4,SILVER,942
2080,721,France,Female,55,3,44020.89,1,1,0,65864.4,1,1,3,GOLD,712
2083,534,France,Male,24,1,0.0,1,1,1,169653.32,0,0,4,GOLD,867
2084,423,France,Female,36,5,97665.61,1,1,0,118372.55,1,1,2,SILVER,936
2087,716,France,Female,52,7,65971.61,2,1,0,14608.0,1,1,2,PLATINUM,450
2089,679,France,Female,33,1,0.0,2,0,0,69608.48,0,0,5,DIAMOND,999
2091,661,France,Female,37,5,136425.18,1,1,0,81102.81,0,0,2,PLATINUM,687
2093,555,France,Male,55,4,146798.81,1,1,1,74149.77,0,0,2,DIAMOND,537
2096,600,France,Female,38,9,0.0,2,1,1,58855.85,0,0,5,PLATINUM,700
2098,601,France,Female,43,2,0.0,1,1,0,49713.87,1,1,3,PLATINUM,732
2099,548,France,Male,57,6,76165.65,1,1,1,133537.53,0,0,2,PLATINUM,816
2100,759,France,Male,40,4,0.0,2,1,0,124615.59,0,0,1,SILVER,685
2103,594,France,Male,61,3,62391.22,1,1,1,192434.11,0,0,4,SILVER,968
2104,768,France,Male,42,5,0.0,3,0,0,60686.4,0,0,1,DIAMOND,265
2105,492,France,Female,31,7,0.0,2,1,1,49463.44,0,0,2,SILVER,783
2111,642,France,Male,25,7,0.0,2,1,0,102083.78,0,0,3,SILVER,905
2116,701,France,Male,44,7,0.0,2,1,0,23425.78,0,0,3,SILVER,482
2117,683,France,Male,31,2,0.0,2,0,1,77326.78,0,0,2,DIAMOND,791
2118,460,France,Female,27,7,0.0,2,1,0,156150.08,1,1,3,PLATINUM,299
2119,690,France,Male,29,5,0.0,2,1,0,108577.97,0,0,3,PLATINUM,242
2121,671,France,Male,30,2,0.0,1,0,1,102057.86,0,0,3,PLATINUM,743
2124,704,France,Male,32,7,127785.17,4,0,0,184464.7,1,1,1,PLATINUM,981
2125,544,France,Female,45,6,0.0,2,0,1,151401.33,0,0,2,DIAMOND,686
2126,790,France,Female,40,9,0.0,2,1,1,70607.1,0,0,4,SILVER,581
2128,743,France,Male,37,8,69143.91,2,0,1,105780.18,0,0,3,PLATINUM,785
2129,702,France,Male,34,4,100054.77,1,1,0,109496.45,0,0,3,PLATINUM,907
2130,704,France,Female,45,6,0.0,1,1,1,137739.45,0,0,5,GOLD,701
2131,614,France,Male,38,2,116248.88,1,1,0,105140.92,0,0,3,DIAMOND,762
2133,688,France,Female,32,6,123157.95,1,1,0,172531.23,0,0,3,GOLD,499
2134,713,France,Male,44,1,63438.91,1,1,0,64375.4,0,0,5,GOLD,658
2136,727,France,Male,18,4,133550.67,1,1,1,46941.41,0,0,4,PLATINUM,864
2137,850,France,Female,38,1,106871.81,2,1,0,29333.01,0,0,3,SILVER,527
2139,643,France,Female,51,2,105229.53,1,1,0,34967.75,1,1,2,SILVER,848
2140,653,France,Male,41,8,102768.42,1,1,0,55663.85,0,0,4,DIAMOND,285
2141,674,France,Male,18,7,0.0,2,1,1,55753.12,1,1,5,DIAMOND,603
2142,690,France,Male,35,6,112689.95,1,1,0,176962.31,0,0,3,SILVER,828
2143,819,France,Male,38,9,122334.26,2,1,1,181507.44,0,0,1,SILVER,586
2146,850,France,Male,49,5,122486.47,1,0,1,59748.19,0,0,3,DIAMOND,852
2147,665,France,Male,33,2,101286.11,1,1,1,159840.51,0,0,5,PLATINUM,770
2150,668,France,Male,38,10,86977.96,1,0,1,37094.75,0,0,1,DIAMOND,628
2151,753,France,Male,57,7,0.0,1,1,0,159475.08,1,1,2,DIAMOND,647
2152,745,France,Female,55,9,110123.59,1,0,1,51548.14,1,1,5,GOLD,765
2153,693,France,Male,36,8,178111.82,1,0,0,58719.63,1,1,2,SILVER,447
2155,660,France,Female,35,6,100768.77,1,1,0,19199.61,0,0,2,DIAMOND,659
2156,608,France,Male,42,5,0.0,2,1,0,178504.29,0,0,4,DIAMOND,403
2157,744,France,Female,44,3,0.0,2,1,1,189016.14,0,0,4,PLATINUM,862
2158,731,France,Female,40,7,118991.79,1,1,1,156048.64,0,0,2,PLATINUM,253
2159,683,France,Male,72,3,140997.26,1,0,1,52876.41,0,0,3,SILVER,580
2160,727,France,Male,28,5,0.0,2,0,1,19653.08,0,0,3,GOLD,351
2162,700,France,Female,34,2,76322.69,1,1,0,128136.29,0,0,1,DIAMOND,479
2163,605,France,Male,35,6,0.0,2,1,1,45206.57,0,0,3,SILVER,241
2165,511,France,Male,33,7,0.0,2,0,1,158313.87,0,0,4,PLATINUM,413
2166,667,France,Male,40,9,0.0,1,1,1,96670.2,0,0,3,GOLD,879
2167,787,France,Male,33,1,126588.81,2,0,1,62163.53,0,0,1,GOLD,251
2170,554,France,Male,40,4,0.0,1,0,1,168780.04,0,0,5,SILVER,544
2173,698,France,Female,46,0,0.0,2,1,1,125962.02,0,0,2,DIAMOND,613
2174,646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0,2,DIAMOND,915
2177,667,France,Female,24,4,0.0,2,0,1,34335.55,0,0,5,DIAMOND,560
2180,649,France,Female,42,7,0.0,2,0,1,22974.01,0,0,5,GOLD,295
2183,713,France,Male,38,9,72286.84,2,1,1,26136.89,0,0,1,SILVER,570
2184,652,France,Female,40,1,0.0,2,1,0,126554.96,0,0,1,PLATINUM,247
2189,480,France,Male,35,2,165692.91,1,1,1,197984.58,0,0,5,GOLD,592
2192,845,France,Male,33,8,164385.53,1,1,0,150664.97,0,0,5,GOLD,588
2193,613,France,Male,37,9,108286.5,1,1,1,114153.44,0,0,5,GOLD,656
2194,850,France,Female,34,2,0.0,2,1,1,171706.66,0,0,4,SILVER,589
2199,762,France,Male,29,6,141389.06,1,1,0,54122.89,0,0,2,DIAMOND,635
2200,701,France,Male,37,8,130091.5,1,1,1,120031.29,0,0,1,PLATINUM,902
2201,600,France,Male,35,4,143744.77,2,1,0,104076.51,0,0,4,GOLD,797
2204,509,France,Male,31,3,0.0,2,1,0,15360.91,0,0,5,PLATINUM,299
2206,609,France,Male,34,1,0.0,1,1,1,181177.9,0,0,4,PLATINUM,226
2207,456,France,Female,33,1,188285.68,1,0,0,58363.94,0,0,5,PLATINUM,516
2208,728,France,Female,46,2,109705.52,1,1,0,20276.87,1,1,5,PLATINUM,469
2211,717,France,Male,40,0,98241.04,1,1,0,110887.14,0,0,3,GOLD,817
2214,850,France,Female,26,4,62610.96,2,0,1,179365.1,0,0,3,DIAMOND,604
2215,493,France,Male,36,9,0.0,2,1,1,65816.53,0,0,4,SILVER,293
2216,686,France,Female,47,5,113328.93,1,1,0,124170.9,0,0,4,PLATINUM,666
2223,722,France,Male,34,8,0.0,2,1,1,133447.49,0,0,1,DIAMOND,523
2228,644,France,Female,37,8,0.0,2,1,0,20968.88,0,0,3,GOLD,910
2230,696,France,Female,30,8,0.0,2,1,1,196134.44,0,0,3,SILVER,890
2231,746,France,Male,35,2,172274.01,1,1,0,22374.97,0,0,3,PLATINUM,950
2234,720,France,Female,38,10,0.0,2,1,1,56229.72,1,1,2,GOLD,966
2237,622,France,Female,30,2,158584.82,3,1,0,142342.55,1,1,2,DIAMOND,981
2238,835,France,Male,28,2,163569.61,2,1,1,154559.28,0,0,5,PLATINUM,560
2239,493,France,Female,31,3,0.0,1,1,1,176570.28,1,1,4,SILVER,808
2244,515,France,Female,66,6,0.0,2,1,1,160663.11,0,0,2,PLATINUM,282
2245,625,France,Female,58,10,53772.73,1,1,1,192072.1,1,1,5,SILVER,428
2249,762,France,Male,35,9,0.0,2,1,1,43075.7,0,0,1,DIAMOND,749
2254,679,France,Male,36,6,147733.64,1,0,1,172501.38,0,0,5,PLATINUM,982
2256,696,France,Male,33,2,163139.27,1,1,1,7035.36,0,0,1,DIAMOND,514
2258,466,France,Female,36,5,119540.15,1,0,1,80603.99,0,0,1,PLATINUM,513
2259,686,France,Female,41,4,129553.76,2,1,0,187599.8,0,0,4,DIAMOND,223
2260,576,France,Male,55,9,0.0,2,1,1,94450.97,0,0,5,DIAMOND,610
2262,572,France,Male,43,2,140431.98,1,1,0,26450.57,1,1,4,DIAMOND,474
2263,757,France,Female,49,2,0.0,2,0,0,164482.92,0,0,1,PLATINUM,265
2264,582,France,Female,29,0,0.0,1,1,1,84012.81,0,0,2,DIAMOND,572
2265,623,France,Female,35,5,0.0,2,1,0,101192.08,0,0,2,DIAMOND,311
2267,425,France,Male,39,4,0.0,2,1,0,197226.32,0,0,2,SILVER,261
2268,659,France,Female,56,9,123785.24,1,1,0,99504.03,1,1,4,GOLD,928
2269,605,France,Female,33,4,0.0,2,0,1,83700.66,0,0,3,DIAMOND,550
2270,538,France,Female,38,8,88758.95,2,0,0,28226.15,1,1,1,DIAMOND,911
2274,580,France,Female,65,9,106804.26,3,1,0,107890.69,1,1,3,GOLD,950
2275,550,France,Female,48,6,0.0,2,1,1,191870.28,0,0,2,PLATINUM,730
2276,542,France,Female,59,2,68892.77,2,1,0,7905.06,1,1,5,DIAMOND,442
2277,732,France,Female,43,6,0.0,2,1,0,65731.53,0,0,3,PLATINUM,767
2278,473,France,Female,33,5,125827.43,1,0,1,145698.73,0,0,5,PLATINUM,299
2280,732,France,Male,36,7,0.0,2,1,1,60830.24,0,0,1,GOLD,875
2282,572,France,Male,37,1,133043.66,1,0,0,111243.09,0,0,4,GOLD,444
2283,702,France,Male,45,9,74989.58,1,1,1,171014.69,0,0,3,SILVER,811
2287,556,France,Male,26,4,0.0,1,1,0,195167.38,0,0,4,SILVER,727
2288,619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0,1,DIAMOND,962
2289,644,France,Male,48,8,0.0,2,0,1,44965.54,1,1,4,DIAMOND,930
2292,677,France,Male,27,2,0.0,2,1,1,20092.89,0,0,3,PLATINUM,737
2294,591,France,Male,33,9,131765.72,1,1,0,118782.06,0,0,5,GOLD,597
2295,699,France,Male,40,7,0.0,1,0,1,152876.13,1,1,3,DIAMOND,497
2297,709,France,Female,40,9,131569.63,1,1,1,103970.58,0,0,1,DIAMOND,295
2301,676,France,Female,61,8,0.0,2,1,1,118522.73,0,0,5,DIAMOND,762
2302,723,France,Female,49,4,0.0,2,0,1,89972.25,0,0,1,PLATINUM,886
2305,582,France,Male,29,0,0.0,1,1,0,142516.35,0,0,2,GOLD,352
2306,697,France,Female,34,2,126558.92,1,1,0,73334.43,0,0,5,PLATINUM,809
2310,781,France,Male,32,6,147107.91,1,1,1,40066.95,0,0,1,PLATINUM,740
2311,645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0,5,GOLD,796
2312,545,France,Female,55,5,0.0,1,0,0,10034.77,1,1,5,DIAMOND,524
2315,662,France,Female,37,6,0.0,2,1,0,51229.17,0,0,5,PLATINUM,526
2317,630,France,Female,36,2,110414.48,1,1,1,48984.95,0,0,3,SILVER,882
2323,583,France,Male,51,6,125268.03,2,1,0,165082.25,0,0,4,PLATINUM,837
2324,681,France,Female,29,2,148143.84,1,1,1,52021.39,0,0,5,SILVER,394
2327,644,France,Male,30,5,44928.88,1,1,1,10771.46,0,0,4,PLATINUM,528
2329,850,France,Male,35,3,162442.35,1,1,0,183566.78,0,0,3,GOLD,801
2332,439,France,Female,29,6,156569.43,1,1,0,180598.66,0,0,2,GOLD,939
2336,640,France,Male,33,7,154575.76,1,1,0,25722.28,1,1,5,GOLD,762
2338,537,France,Male,37,3,0.0,2,1,1,20603.32,0,0,2,SILVER,847
2341,717,France,Female,25,7,108664.85,2,1,0,190011.85,0,0,3,PLATINUM,433
2348,824,France,Male,45,3,129209.48,1,0,0,60151.77,0,0,2,DIAMOND,907
2351,651,France,Male,35,7,74623.5,3,1,0,129451.29,1,1,2,SILVER,515
2353,554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0,3,SILVER,675
2357,592,France,Female,38,4,0.0,2,1,0,35338.96,0,0,4,SILVER,305
2358,669,France,Male,43,1,163159.85,1,0,1,15602.8,0,0,5,PLATINUM,952
2363,571,France,Female,33,9,0.0,2,0,1,77519.62,0,0,2,PLATINUM,702
2364,707,France,Female,31,2,82787.93,2,0,0,91423.69,0,0,5,PLATINUM,585
2366,672,France,Male,34,9,0.0,2,1,0,161800.77,0,0,3,GOLD,239
2370,479,France,Female,35,2,113090.4,1,1,0,195649.79,0,0,4,GOLD,889
2371,730,France,Female,22,9,65763.57,1,1,1,145792.01,0,0,5,SILVER,447
2373,616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0,5,SILVER,499
2377,549,France,Male,50,9,94748.76,2,0,1,13608.18,0,0,1,GOLD,291
2378,622,France,Female,38,4,98640.74,1,1,1,110457.99,0,0,3,SILVER,304
2379,624,France,Male,26,9,74681.9,2,0,0,31231.35,0,0,4,PLATINUM,316
2380,841,France,Male,34,4,0.0,2,1,0,141582.66,0,0,3,DIAMOND,572
2382,676,France,Male,30,1,128207.23,1,1,1,55400.17,0,0,2,GOLD,523
2383,697,France,Male,42,9,132739.26,2,0,0,174667.65,0,0,1,PLATINUM,222
2384,732,France,Female,40,10,0.0,2,1,0,154189.08,0,0,5,DIAMOND,938
2385,623,France,Male,27,4,120509.81,1,0,0,142170.44,0,0,2,GOLD,408
2386,541,France,Male,46,4,124547.13,2,1,0,94499.06,0,0,5,GOLD,690
2391,850,France,Male,31,3,0.0,2,1,0,121866.87,0,0,1,SILVER,777
2394,543,France,Male,43,9,0.0,2,1,1,78858.07,0,0,5,SILVER,380
2395,672,France,Male,52,8,170008.84,1,0,0,56407.42,1,1,4,SILVER,555
2396,600,France,Female,27,3,0.0,2,0,1,125698.97,0,0,3,PLATINUM,339
2402,531,France,Male,31,3,96288.26,1,1,0,56794.73,0,0,4,DIAMOND,247
2403,641,France,Female,26,4,91547.84,2,0,1,28157.34,0,0,2,PLATINUM,712
2405,685,France,Male,35,9,0.0,1,1,0,167033.83,0,0,5,PLATINUM,980
2410,596,France,Female,33,1,138162.81,1,1,0,85412.54,0,0,2,DIAMOND,776
2412,754,France,Male,38,2,0.0,2,1,0,180698.32,0,0,3,GOLD,357
2414,556,France,Female,52,9,0.0,1,1,0,175149.2,1,1,1,DIAMOND,570
2415,706,France,Male,32,6,94486.47,1,1,1,146949.74,0,0,5,DIAMOND,904
2416,850,France,Male,46,9,117640.39,1,1,0,88920.68,0,0,2,PLATINUM,935
2418,614,France,Male,40,6,0.0,1,1,1,20339.79,1,1,4,PLATINUM,438
2420,593,France,Female,46,7,98752.51,1,1,0,145560.38,0,0,3,SILVER,442
2422,746,France,Female,29,4,105599.67,1,1,1,43106.17,0,0,3,DIAMOND,425
2423,662,France,Female,29,10,0.0,2,1,0,137508.31,0,0,1,SILVER,934
2424,573,France,Male,31,2,0.0,2,1,1,91957.39,0,0,3,PLATINUM,629
2426,793,France,Female,41,3,141806.46,1,1,0,102921.17,0,0,3,GOLD,447
2428,524,France,Male,40,2,180516.9,1,1,0,180002.42,0,0,4,GOLD,626
2429,816,France,Male,31,8,0.0,2,1,1,28407.4,0,0,4,SILVER,834
2431,540,France,Male,22,4,0.0,3,1,1,186233.26,1,1,3,PLATINUM,530
2434,774,France,Female,52,2,56580.93,1,1,0,113266.28,1,1,5,PLATINUM,946
2437,581,France,Male,41,8,0.0,2,0,0,29737.14,0,0,3,GOLD,927
2439,566,France,Female,42,6,0.0,1,1,0,180702.12,1,1,3,GOLD,420
2442,680,France,Female,34,1,0.0,2,1,0,167035.07,0,0,3,DIAMOND,579
2443,560,France,Male,57,0,0.0,2,0,1,116781.71,0,0,1,DIAMOND,615
2445,665,France,Female,34,5,67816.72,1,1,1,29641.58,0,0,5,SILVER,310
2446,758,France,Male,51,8,81710.46,1,1,1,116520.07,0,0,4,PLATINUM,688
2447,621,France,Male,26,2,75237.54,1,0,1,44220.4,0,0,4,SILVER,459
2450,589,France,Female,46,10,107238.85,2,1,0,37024.28,0,0,5,GOLD,276
2451,555,France,Male,24,5,0.0,2,1,0,27513.47,0,0,3,PLATINUM,747
2452,734,France,Female,29,0,139994.66,1,1,0,17744.72,0,0,2,GOLD,965
2455,661,France,Male,47,5,0.0,1,0,1,107243.31,1,1,4,DIAMOND,308
2459,576,France,Male,63,9,70655.48,1,0,0,78955.8,1,1,2,GOLD,615
2461,637,France,Male,40,8,125470.81,1,1,1,174536.17,0,0,4,PLATINUM,658
2462,672,France,Female,53,9,169406.33,4,1,1,147311.47,1,1,4,DIAMOND,232
2463,629,France,Male,32,2,0.0,2,0,1,77965.44,0,0,2,SILVER,627
2467,617,France,Female,27,4,0.0,2,0,0,190269.21,0,0,3,PLATINUM,342
2468,700,France,Male,38,9,65962.63,1,1,1,100950.48,0,0,2,PLATINUM,419
