,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
1197,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,0,4,PLATINUM,360
1206,584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,0,1,PLATINUM,735
1212,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,1,5,DIAMOND,237
1214,579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,1,4,PLATINUM,266
1215,745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,1,1,GOLD,447
1223,699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,0,3,SILVER,788
1224,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,0,4,SILVER,641
1225,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,0,1,SILVER,416
1229,575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,0,4,SILVER,609
1231,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,0,2,DIAMOND,949
1248,689,Spain,Female,28,3,0.0,2,1,1,192449.02,0,0,4,SILVER,731
1255,624,Spain,Male,46,3,0.0,2,1,1,62825.03,0,0,2,SILVER,591
1262,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,0,5,PLATINUM,870
1264,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,0,2,SILVER,263
1274,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,0,5,SILVER,561
1278,681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,0,1,SILVER,444
1280,741,Spain,Male,25,4,0.0,2,1,1,73873.65,0,0,5,SILVER,234
1281,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,1,2,GOLD,661
1285,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,0,5,SILVER,998
1286,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,0,3,SILVER,299
1287,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,0,3,DIAMOND,515
1288,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,0,1,DIAMOND,668
1291,734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,0,2,DIAMOND,434
1295,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,0,5,PLATINUM,472
1296,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,0,1,GOLD,644
1301,643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0,0,2,DIAMOND,893
1306,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1,1,1,SILVER,621
1307,645,Spain,Male,49,2,0.0,2,0,0,10023.15,0,0,3,SILVER,553
1309,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0,0,2,DIAMOND,650
1315,607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0,0,4,GOLD,908
1323,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,1,3,SILVER,997
1327,703,Spain,Male,20,3,165260.98,1,1,1,41626.78,0,0,5,GOLD,751
1330,640,Spain,Female,46,8,0.0,2,1,0,89043.19,0,0,1,GOLD,429
1335,568,Spain,Female,43,9,0.0,1,1,0,125870.79,1,1,1,PLATINUM,805
1336,618,Spain,Male,38,5,126473.99,1,1,0,91972.49,0,0,1,SILVER,696
1339,682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0,0,3,GOLD,586
1340,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,1,1,GOLD,612
1342,652,Spain,Male,71,4,0.0,1,1,1,120107.1,0,0,3,DIAMOND,305
1343,670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0,0,2,GOLD,984
1345,568,Spain,Female,26,6,0.0,2,0,0,166495.2,0,0,5,SILVER,634
1349,575,Spain,Male,43,3,0.0,1,1,0,83594.51,0,0,5,DIAMOND,600
1353,626,Spain,Male,29,7,0.0,2,1,0,49361.84,0,0,5,PLATINUM,429
1354,611,Spain,Male,52,7,0.0,1,0,1,73585.18,1,1,2,PLATINUM,380
1355,734,Spain,Male,39,6,0.0,1,1,1,95135.27,0,0,1,GOLD,593
1363,775,Spain,Male,30,4,0.0,2,0,1,57461.13,0,0,5,PLATINUM,368
1366,645,Spain,Female,37,7,0.0,2,1,0,13589.93,0,0,4,DIAMOND,318
1368,689,Spain,Female,31,4,0.0,2,1,1,136610.02,0,0,5,PLATINUM,840
1377,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,0,4,DIAMOND,570
1378,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0,0,5,GOLD,484
1382,661,Spain,Female,42,3,0.0,2,1,0,35989.41,0,0,3,PLATINUM,465
1384,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1,1,1,SILVER,454
1392,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0,0,4,DIAMOND,618
1395,705,Spain,Male,46,7,0.0,2,1,0,117273.35,0,0,2,GOLD,946
1396,636,Spain,Female,33,0,0.0,1,1,0,92277.47,1,1,2,SILVER,618
1399,517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,0,1,PLATINUM,584
1401,620,Spain,Female,43,2,0.0,2,1,0,20670.1,0,0,5,GOLD,540
1404,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1,1,3,PLATINUM,709
1406,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0,0,4,GOLD,628
1416,585,Spain,Female,33,8,0.0,2,1,0,114182.07,0,0,4,PLATINUM,779
1420,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0,0,3,SILVER,559
1422,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0,0,1,DIAMOND,824
1424,603,Spain,Female,42,8,91611.12,1,0,0,144675.3,1,1,3,DIAMOND,416
1432,573,Spain,Female,44,4,0.0,1,1,1,94862.93,0,0,4,PLATINUM,920
1435,598,Spain,Male,44,8,0.0,2,1,0,148487.9,0,0,4,SILVER,909
1441,627,Spain,Male,44,6,0.0,1,1,1,114469.55,0,0,5,SILVER,258
1447,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1,1,1,DIAMOND,238
1450,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1,1,4,SILVER,964
1454,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1,1,2,GOLD,773
1456,639,Spain,Male,28,8,0.0,2,1,0,126561.07,0,0,5,PLATINUM,249
1461,611,Spain,Male,34,4,0.0,2,1,0,170950.58,0,0,4,DIAMOND,911
1464,637,Spain,Female,40,6,0.0,2,1,1,181610.6,0,0,3,PLATINUM,230
1472,726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0,0,2,SILVER,457
1481,592,Spain,Male,38,8,0.0,2,1,0,180426.2,0,0,2,GOLD,588
1484,850,Spain,Female,29,1,0.0,2,1,1,197996.65,0,0,3,DIAMOND,534
1487,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1,1,5,DIAMOND,933
1488,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1,1,2,SILVER,317
1490,797,Spain,Female,31,8,0.0,2,1,0,117916.63,0,0,5,DIAMOND,346
1492,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1,1,2,PLATINUM,886
1493,680,Spain,Female,30,3,0.0,1,1,0,160131.58,0,0,4,GOLD,916
1496,569,Spain,Male,38,8,0.0,2,0,0,79618.79,0,0,1,DIAMOND,225
1511,575,Spain,Female,37,0,0.0,2,0,0,30114.32,0,0,2,GOLD,930
1514,539,Spain,Male,38,8,71460.67,2,1,1,10074.05,0,0,3,DIAMOND,750
1515,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0,0,5,PLATINUM,681
1518,710,Spain,Female,36,8,0.0,2,0,0,83206.19,0,0,3,SILVER,636
1521,507,Spain,Female,29,6,0.0,2,0,1,94780.9,0,0,2,DIAMOND,284
1523,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0,0,3,PLATINUM,779
1525,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0,0,3,SILVER,970
1529,578,Spain,Male,23,8,0.0,2,1,0,112124.98,0,0,3,DIAMOND,240
1535,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0,0,2,GOLD,915
1538,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0,0,1,PLATINUM,933
1543,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0,0,3,SILVER,836
1544,520,Spain,Male,43,7,0.0,2,1,1,36202.74,0,0,1,PLATINUM,357
1547,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0,0,1,PLATINUM,875
1548,668,Spain,Male,25,8,0.0,2,1,1,135112.09,0,0,2,SILVER,765
1550,639,Spain,Female,54,2,0.0,2,1,1,53843.71,0,0,2,DIAMOND,522
1551,730,Spain,Female,52,7,0.0,2,0,1,122398.84,0,0,5,SILVER,800
1556,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0,0,1,GOLD,251
1563,559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0,0,4,DIAMOND,601
1570,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1,1,1,PLATINUM,845
1577,687,Spain,Female,21,8,0.0,2,1,1,154767.34,0,0,5,PLATINUM,449
1584,671,Spain,Female,42,3,0.0,2,1,1,128449.33,0,0,2,DIAMOND,931
1590,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0,0,4,DIAMOND,271
1592,521,Spain,Male,29,3,60280.62,1,1,0,154271.41,0,0,3,DIAMOND,700
1593,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0,0,1,GOLD,710
1617,557,Spain,Female,40,4,0.0,2,0,1,105433.53,0,0,2,SILVER,281
1621,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1,1,4,GOLD,731
1624,525,Spain,Female,25,10,0.0,2,1,0,69361.95,0,0,5,GOLD,428
1628,662,Spain,Female,30,9,0.0,2,0,1,157884.83,0,0,5,SILVER,479
1631,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,1,1,3,SILVER,643
1634,705,Spain,Female,23,5,0.0,2,1,1,73131.73,0,0,4,SILVER,308
1637,538,Spain,Female,31,0,0.0,2,0,0,179453.66,0,0,5,SILVER,798
1640,583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0,0,3,SILVER,948
1641,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0,0,2,GOLD,345
1642,626,Spain,Male,62,3,0.0,1,1,1,65010.74,0,0,1,PLATINUM,930
1649,731,Spain,Male,41,4,0.0,2,1,0,22299.27,0,0,1,GOLD,968
1651,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1,1,5,DIAMOND,760
1659,680,Spain,Female,31,9,119825.75,2,1,1,101139.3,0,0,5,DIAMOND,307
1667,606,Spain,Female,46,8,0.0,2,1,1,183717.94,0,0,2,DIAMOND,939
1670,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1,1,4,SILVER,327
1675,784,Spain,Male,33,10,0.0,2,1,0,162022.47,0,0,3,PLATINUM,562
1676,812,Spain,Female,44,8,0.0,3,1,0,66926.83,1,1,2,PLATINUM,812
1677,784,Spain,Female,40,8,0.0,2,1,0,108891.3,0,0,2,PLATINUM,672
1680,705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0,0,4,GOLD,344
1681,681,Spain,Female,32,3,0.0,2,1,1,59679.9,0,0,1,SILVER,526
1686,682,Spain,Male,36,5,0.0,2,1,1,147758.51,0,0,5,GOLD,628
1687,850,Spain,Male,37,4,137204.77,1,1,1,28865.59,0,0,5,DIAMOND,687
1689,595,Spain,Male,35,8,0.0,1,1,0,100015.79,1,1,1,SILVER,645
1690,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0,0,4,PLATINUM,432
1691,591,Spain,Male,31,8,0.0,1,1,1,141677.33,0,0,1,GOLD,997
1693,554,Spain,Female,34,8,0.0,1,0,1,106981.03,0,0,4,DIAMOND,539
1702,686,Spain,Male,22,5,0.0,2,1,0,158974.45,0,0,2,SILVER,968
1706,719,Spain,Male,38,0,0.0,1,1,0,126876.47,0,0,1,SILVER,954
1709,850,Spain,Male,30,2,0.0,2,0,1,27937.12,0,0,1,PLATINUM,663
1710,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0,0,3,GOLD,738
1712,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0,0,4,GOLD,583
1716,809,Spain,Male,33,9,0.0,1,1,1,124045.65,0,0,5,GOLD,452
1717,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1,1,4,DIAMOND,845
1718,648,Spain,Male,32,8,0.0,1,1,0,133653.38,0,0,4,SILVER,687
1719,760,Spain,Female,57,1,0.0,2,1,1,25101.17,0,0,2,PLATINUM,687
1722,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0,0,3,SILVER,376
1727,676,Spain,Female,36,4,0.0,2,1,1,3173.31,0,0,2,PLATINUM,539
1728,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0,0,1,DIAMOND,793
1731,601,Spain,Female,44,4,0.0,2,1,0,58561.31,0,0,1,GOLD,281
1737,769,Spain,Male,39,9,0.0,1,1,1,47722.79,0,0,3,PLATINUM,851
1738,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0,0,2,SILVER,606
1746,584,Spain,Female,59,1,0.0,1,0,1,130260.11,1,1,1,PLATINUM,462
1753,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0,0,4,SILVER,586
1755,533,Spain,Female,52,7,0.0,1,0,1,194113.99,1,1,5,DIAMOND,590
1768,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0,0,4,DIAMOND,882
1770,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1,1,1,PLATINUM,663
1773,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0,0,1,GOLD,994
1781,793,Spain,Female,36,0,0.0,1,0,0,148993.47,0,0,2,SILVER,847
1783,533,Spain,Male,38,1,135289.33,2,0,1,152956.33,0,0,1,GOLD,867
1786,711,Spain,Male,37,2,0.0,2,1,0,83978.86,1,1,4,GOLD,407
1789,763,Spain,Female,37,6,0.0,2,1,1,149705.25,0,0,5,SILVER,799
1791,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0,0,3,SILVER,372
1792,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0,0,2,DIAMOND,561
1793,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0,0,2,DIAMOND,642
1799,850,Spain,Female,39,10,0.0,2,1,1,143030.09,0,0,3,DIAMOND,440
1802,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0,0,1,SILVER,987
1818,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0,0,2,PLATINUM,527
1819,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0,0,5,DIAMOND,734
1820,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0,0,4,DIAMOND,470
1821,630,Spain,Male,35,1,0.0,2,0,0,186826.22,0,0,1,PLATINUM,548
1822,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0,0,5,GOLD,956
1827,425,Spain,Female,22,7,169649.73,2,0,1,136365.0,1,1,2,GOLD,619
1828,547,Spain,Female,31,9,0.0,2,0,0,99294.22,0,0,2,GOLD,470
1834,700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0,0,2,SILVER,868
1836,767,Spain,Male,31,6,0.0,2,1,1,195668.0,0,0,1,PLATINUM,244
1840,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0,0,1,DIAMOND,527
1842,745,Spain,Female,35,8,0.0,2,1,1,116581.1,0,0,1,PLATINUM,879
1846,485,Spain,Female,30,7,0.0,1,1,0,107067.37,0,0,1,DIAMOND,829
1847,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1,1,5,GOLD,282
1849,581,Spain,Female,29,8,0.0,2,1,0,46735.19,0,0,4,PLATINUM,977
1852,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0,0,4,SILVER,227
1856,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1,1,3,PLATINUM,525
1860,639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0,0,2,DIAMOND,260
1863,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0,0,5,PLATINUM,448
1870,624,Spain,Male,33,6,0.0,2,0,0,76551.7,0,0,5,GOLD,566
1871,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0,0,4,SILVER,552
1872,850,Spain,Female,50,10,0.0,2,1,1,33741.84,0,0,2,PLATINUM,802
1874,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0,0,5,DIAMOND,619
1875,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0,0,1,GOLD,639
1877,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1,1,4,SILVER,968
1878,648,Spain,Male,35,7,0.0,2,1,1,78436.36,0,0,2,SILVER,853
1881,530,Spain,Female,36,2,0.0,2,1,1,14721.8,0,0,5,GOLD,972
1885,563,Spain,Male,32,6,0.0,2,1,1,19720.08,0,0,4,SILVER,574
1886,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0,0,1,DIAMOND,385
1887,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0,0,5,SILVER,572
1894,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0,0,5,GOLD,885
1896,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0,0,2,DIAMOND,729
1897,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0,0,1,PLATINUM,602
1899,627,Spain,Female,30,6,0.0,1,1,1,113408.47,0,0,4,DIAMOND,320
1901,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0,0,3,GOLD,726
1902,773,Spain,Female,33,10,0.0,1,1,1,98820.09,0,0,4,SILVER,610
1903,752,Spain,Male,36,2,0.0,2,1,1,45570.84,0,0,1,SILVER,251
1904,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0,0,1,PLATINUM,850
1908,605,Spain,Female,48,6,0.0,2,1,1,40062.99,0,0,2,DIAMOND,457
1909,670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,0,5,SILVER,325
1910,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0,0,3,SILVER,702
1914,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0,0,3,SILVER,537
1915,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,0,1,SILVER,417
1929,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,0,4,PLATINUM,336
1932,655,Spain,Female,56,5,0.0,2,1,1,41782.7,0,0,2,PLATINUM,979
1941,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0,0,3,GOLD,474
1944,783,Spain,Male,39,9,0.0,2,1,0,143752.77,0,0,4,DIAMOND,301
1948,680,Spain,Male,35,9,0.0,2,0,0,143774.06,0,0,5,PLATINUM,590
1954,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0,0,2,PLATINUM,955
1960,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0,0,4,DIAMOND,779
1961,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0,0,2,GOLD,443
1962,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,1,4,SILVER,976
1967,559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,0,3,SILVER,897
1968,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0,0,3,PLATINUM,243
1971,582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0,0,1,SILVER,518
1972,733,Spain,Female,30,0,83319.28,1,0,0,57769.2,0,0,2,PLATINUM,627
1976,598,Spain,Female,38,6,0.0,2,0,0,173783.38,0,0,4,PLATINUM,897
1977,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1,1,3,GOLD,810
1981,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,0,5,DIAMOND,563
1983,748,Spain,Female,40,4,0.0,2,1,0,132368.47,0,0,3,DIAMOND,770
1984,531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0,0,2,GOLD,242
1985,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1,1,5,DIAMOND,777
1988,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1,1,3,GOLD,672
1989,695,Spain,Male,28,0,96020.86,1,1,1,57992.49,0,0,2,SILVER,865
1990,841,Spain,Male,41,1,0.0,2,0,1,193093.77,0,0,5,SILVER,842
2010,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0,0,2,SILVER,393
2017,728,Spain,Female,37,4,0.0,1,0,0,4539.38,0,0,2,DIAMOND,521
2024,545,Spain,Female,39,6,0.0,1,0,0,38410.74,1,1,4,SILVER,542
2026,451,Spain,Female,23,9,0.0,2,0,1,48021.71,0,0,1,DIAMOND,576
2030,624,Spain,Female,28,2,0.0,2,0,1,104353.26,0,0,4,GOLD,673
2033,665,Spain,Male,41,8,0.0,2,1,0,132152.32,0,0,2,GOLD,251
2036,782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0,0,5,GOLD,960
2037,668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1,1,2,SILVER,967
2056,539,Spain,Male,38,6,0.0,1,1,1,152880.07,1,1,3,SILVER,219
2059,581,Spain,Female,50,4,0.0,2,1,1,80701.72,0,0,3,GOLD,232
2060,737,Spain,Male,38,6,146282.79,2,1,0,198516.2,0,0,5,PLATINUM,703
2068,658,Spain,Female,31,2,36566.96,1,1,0,103644.98,1,1,4,PLATINUM,953
2071,686,Spain,Female,36,5,0.0,2,1,1,152979.14,0,0,4,GOLD,966
2073,626,Spain,Female,48,2,0.0,2,1,1,95794.98,0,0,3,DIAMOND,682
2077,569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0,0,4,GOLD,697
2082,811,Spain,Male,39,7,0.0,2,1,1,177519.39,0,0,3,GOLD,363
2086,725,Spain,Female,32,0,0.0,2,1,1,138525.19,0,0,2,PLATINUM,823
2090,667,Spain,Male,39,9,0.0,2,1,0,68873.8,0,0,5,PLATINUM,535
2092,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1,1,1,SILVER,336
2094,531,Spain,Male,70,1,0.0,2,0,0,99503.19,0,0,2,PLATINUM,982
2097,531,Spain,Male,37,1,143407.29,2,0,1,84402.46,0,0,1,SILVER,556
2101,678,Spain,Female,49,8,0.0,2,0,1,98090.69,0,0,3,DIAMOND,401
2107,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0,0,3,GOLD,324
2109,596,Spain,Male,41,5,0.0,2,0,1,141053.85,0,0,4,SILVER,906
2112,472,Spain,Female,28,4,0.0,2,1,0,1801.77,0,0,3,DIAMOND,633
2114,732,Spain,Male,33,8,0.0,1,1,0,119882.7,0,0,2,DIAMOND,741
2122,765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0,0,3,GOLD,656
2132,609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1,1,5,PLATINUM,529
2138,718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0,0,5,SILVER,372
2144,634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,0,5,SILVER,522
2145,633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0,0,1,DIAMOND,836
2148,630,Spain,Male,26,7,0.0,2,1,1,6656.64,0,0,2,DIAMOND,776
2149,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1,1,4,GOLD,611
2164,767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,0,5,GOLD,383
2176,699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0,0,3,GOLD,936
2178,774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0,0,5,SILVER,239
2179,745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0,0,4,SILVER,645
2182,665,Spain,Male,38,9,0.0,1,0,1,87412.74,0,0,3,GOLD,309
2185,739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0,0,5,PLATINUM,523
2187,699,Spain,Male,34,8,0.0,1,1,1,76510.46,0,0,2,PLATINUM,403
2188,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0,0,3,GOLD,681
2191,525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1,1,4,PLATINUM,375
2195,798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,1,3,DIAMOND,400
2197,614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0,0,1,SILVER,668
2198,473,Spain,Male,48,8,0.0,2,1,0,71139.8,0,0,4,SILVER,304
2202,850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,0,3,GOLD,962
2203,613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0,0,1,SILVER,515
2205,509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,0,2,GOLD,450
2209,663,Spain,Male,33,9,0.0,2,0,0,91514.62,0,0,5,PLATINUM,868
2217,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,0,4,DIAMOND,411
2218,733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0,0,2,PLATINUM,239
2224,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0,0,1,DIAMOND,932
2226,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,0,5,GOLD,242
2227,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,0,3,DIAMOND,808
2229,757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,0,5,DIAMOND,293
2232,649,Spain,Male,36,8,0.0,2,1,0,161668.15,0,0,3,GOLD,354
2233,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,0,4,PLATINUM,652
2235,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,1,4,SILVER,320
2243,756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1,1,1,DIAMOND,257
2246,717,Spain,Female,39,6,0.0,2,1,0,93275.61,0,0,3,DIAMOND,988
2248,539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,0,1,PLATINUM,319
2250,706,Spain,Male,20,8,0.0,2,1,1,12368.11,0,0,4,PLATINUM,354
2251,677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,0,5,DIAMOND,236
2253,684,Spain,Female,41,7,0.0,1,1,1,138394.37,0,0,2,SILVER,795
2255,478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,0,5,DIAMOND,303
2257,686,Spain,Female,35,4,0.0,2,1,1,159676.55,0,0,2,GOLD,624
2273,726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0,0,2,GOLD,535
2279,745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,0,3,SILVER,848
2290,658,Spain,Male,50,2,0.0,2,1,0,52137.73,0,0,1,GOLD,893
2291,598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,0,1,GOLD,698
2293,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1,1,3,SILVER,709
2300,651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,0,3,GOLD,500
2303,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,0,2,PLATINUM,952
2304,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,0,4,SILVER,312
2314,561,Spain,Female,28,3,0.0,2,1,0,191387.76,0,0,1,DIAMOND,276
2318,672,Spain,Male,33,2,0.0,2,1,1,182738.0,0,0,4,SILVER,609
2322,567,Spain,Female,41,1,0.0,2,1,0,3414.72,0,0,5,SILVER,684
2325,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0,0,3,PLATINUM,931
2326,648,Spain,Male,35,7,0.0,2,0,0,122899.01,0,0,2,DIAMOND,878
2328,706,Spain,Male,29,2,0.0,2,1,1,18255.51,0,0,1,SILVER,868
2330,484,Spain,Female,39,5,0.0,2,1,1,175224.12,0,0,2,SILVER,740
2333,484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,0,1,PLATINUM,512
